song_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year,country,language,style,gender,main_singers,backing_dancers,backing_singers,backing_instruments,semi_place,eng_lan,inc_eng_lan,Male,Female,Pop,Rock,Ballad,Traditional,Dance,is_final
Moj svijet,Sergej Ćetković,0.216,0.566,0,-6.335,0,0.0338,0.208,0.0,0.115,0.228,49.879,2014,Montenegro,Montenegrin,Ballad,Male,1,1,3,0,7.0,0,0,1,0,0,0,1,0,0,1
Running,Kate Bush,0.629,0.545,10,-13.123,0,0.0546,0.719,0.00308,0.0604,0.194,108.376,2014,Hungary,English,Pop,Male,1,2,0,0,3.0,1,0,1,0,1,0,0,0,0,1
Coming Home,Diddy - Dirty Money,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,2014,Malta,English,Traditional,Mix,2,0,0,4,9.0,1,0,0,0,0,0,0,1,0,1
Same Heart,Keith Urban,0.522,0.731,0,-7.323,1,0.0479,0.00315,1.37e-05,0.419,0.186,93.872,2014,Israel,"English,ï¿½Hebrew",Pop,Female,1,2,0,0,14.0,0,1,0,1,1,0,0,0,0,0
Silent Storm,Ken Navarro,0.606,0.632,10,-10.666,0,0.0307,0.585,0.892,0.235,0.848,94.989,2014,Norway,English,Ballad,Male,1,0,0,1,6.0,1,0,1,0,0,0,1,0,0,1
Three Minutes to Earth,Down To Earth,0.464,0.912,2,-6.059,1,0.053,2.22e-05,0.792,0.101,0.355,68.973,2014,Georgia,English,Traditional,Mix,2,1,0,1,15.0,1,0,0,0,0,0,0,1,0,0
My Slowianie ï¿½ We Are Slavic,Emapea,0.702,0.374,11,-6.503,0,0.176,0.126,0.914,0.0796,0.434,165.837,2014,Poland,"Polish, English",Traditional,Female,1,5,0,0,8.0,0,1,0,1,0,0,0,1,0,1
Rise Like a Phoenix,Conchita Wurst,0.425,0.503,2,-6.324,0,0.0256,0.142,0.0,0.105,0.23,81.653,2014,Austria,English,Ballad,Male,1,0,0,0,1.0,1,0,1,0,0,0,1,0,0,1
Attention,Charlie Puth,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,2014,Lithuania,English,Pop,Female,1,1,3,0,11.0,1,0,0,1,1,0,0,0,0,0
Something Better,"Blanca, Tauren Wells",0.592,0.343,6,-8.143,1,0.0311,0.594,0.0,0.0826,0.513,92.309,2014,Finland,English,Rock,Male,1,0,0,4,3.0,1,0,1,0,0,1,0,0,0,1
Heartbeat,Childish Gambino,0.8,0.545,1,-7.002,0,0.127,0.00369,0.000461,0.0445,0.294,119.954,2014,Ireland,English,Pop,Female,1,2,2,1,12.0,1,0,0,1,1,0,0,0,0,0
Cheesecake,Billy Marchiafava,0.847,0.581,1,-7.187,1,0.065,0.0172,0.000293,0.091,0.423,160.108,2014,Belarus,English,Pop,Male,1,0,4,0,5.0,1,0,1,0,1,0,0,0,0,1
To the Sky,David Hirschfelder,0.497,0.624,11,-9.065,1,0.0825,0.261,2.31e-06,0.119,0.925,175.007,2014,North Macedonia,English,Pop,Female,1,1,3,0,13.0,1,0,0,1,1,0,0,0,0,0
Hunter of Stars,Sebalter,0.569,0.889,4,-4.432,0,0.0693,0.141,2.62e-05,0.0972,0.92,176.854,2014,Switzerland,English,Pop,Male,1,0,0,5,4.0,1,0,1,0,1,0,0,0,0,1
Rise Up,Andra Day,0.398,0.316,1,-7.031,1,0.0368,0.805,0.0,0.295,0.174,118.582,2014,Greece,English,Dance,Male,2,0,0,1,7.0,1,0,1,0,0,0,0,0,1,1
Round and Round,Ratt,0.628,0.934,11,-6.026,1,0.0527,0.00682,1.11e-05,0.0853,0.491,126.539,2014,Slovenia,"English,ï¿½Slovene",Pop,Female,1,0,3,0,10.0,0,1,0,1,1,0,0,0,0,1
Miracle,"Calvin Harris, Ellie Goulding",0.636,0.869,9,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,143.011,2014,Romania,English,Dance,Mix,2,0,0,0,2.0,1,0,0,0,0,0,0,0,1,1
Shine,Rihanna,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,2013,Austria,English,Pop,Female,1,0,5,0,14.0,1,0,0,1,1,0,0,0,0,0
Et uus saaks alguse,Birgit Õigemeel,0.469,0.592,5,-5.468,1,0.0274,0.766,0.0,0.0745,0.325,78.021,2013,Estonia,Estonian,Ballad,Female,1,0,3,0,10.0,0,0,0,1,0,0,1,0,0,1
Straight Into Love,Kenny Rogers,0.589,0.448,2,-6.685,1,0.0304,0.309,0.0,0.317,0.144,78.036,2013,Slovenia,English,Dance,Female,1,3,0,0,16.0,1,0,0,1,0,0,0,0,1,0
Mizerja,Oliver Dragojevic,0.655,0.588,0,-7.135,1,0.0268,0.177,0.0,0.381,0.609,108.745,2013,Croatia,Croatian,Traditional,Male,6,0,0,0,13.0,0,0,1,0,0,0,0,1,0,0
Only Teardrops,Emmelie de Forest,0.586,0.855,0,-4.131,1,0.0583,0.0853,0.0,0.329,0.42,110.986,2013,Denmark,English,Pop,Female,1,0,3,2,1.0,1,0,0,1,1,0,0,0,0,1
What If,Kane Brown,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,2013,Russia,English,Ballad,Female,1,0,4,0,2.0,1,0,0,1,0,0,1,0,0,1
Gravity,Brad Breeck,0.62,0.892,5,-3.406,1,0.0431,0.0326,0.971,0.348,0.922,166.124,2013,Ukraine,English,Pop,Female,1,1,4,0,3.0,1,0,0,1,1,0,0,0,0,1
Birds,TV Girl,0.605,0.942,7,-4.549,1,0.0655,0.016,0.0,0.137,0.8,106.562,2013,Netherlands,English,Ballad,Female,1,0,3,0,6.0,1,0,0,1,0,0,1,0,0,1
Igranka,Momo i Dodir,0.649,0.736,4,-4.019,1,0.0417,0.27,0.0,0.187,0.971,139.978,2013,Montenegro,Montenegrin,Dance,Mix,3,0,0,0,12.0,0,0,0,0,0,0,0,0,1,0
Something,Zach Bryan,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,2013,Lithuania,English,Dance,Male,1,0,4,0,9.0,1,0,1,0,0,0,0,0,1,1
Solayoh,Alyona Lanskaya,0.81,0.91,11,-5.104,0,0.0468,0.0198,0.00284,0.282,0.602,94.983,2013,Belarus,English,Dance,Female,1,2,3,0,7.0,1,0,0,1,0,0,0,0,1,1
O mie,JESSIE,0.73,0.608,0,-8.937,1,0.0679,0.182,0.0,0.158,0.473,103.068,2013,Moldova,Romanian,Ballad,Female,1,3,0,1,4.0,0,0,0,1,0,0,1,0,0,1
Only Love Survives,Ryan Dolan,0.541,0.834,0,-5.258,0,0.0663,0.00498,0.0,0.191,0.355,128.012,2013,Ireland,English,Pop,Male,1,0,2,3,8.0,1,0,1,0,1,0,0,0,0,1
An me thimasai,Despina Olimpiou,0.582,0.419,0,-7.275,1,0.0365,0.331,0.0,0.369,0.385,128.088,2013,Cyprus,Greek,Ballad,Female,1,0,0,0,15.0,0,0,0,1,0,0,1,0,0,0
Love Kills,King Lil G,0.756,0.641,10,-7.883,1,0.219,0.743,0.0,0.101,0.534,130.029,2013,Belgium,English,Pop,Male,1,2,3,0,5.0,1,0,1,0,1,0,0,0,0,1
Ljubav je svuda,Tereza Kesovija,0.699,0.697,5,-7.087,1,0.0299,0.541,0.0,0.12,0.921,153.987,2013,Serbia,Serbian,Dance,Female,3,0,3,0,11.0,0,0,0,1,0,0,0,0,1,0
Here We Go,Chris Classic,0.462,0.786,10,-10.451,0,0.0538,0.000123,0.303,0.0712,0.44,181.9,2013,Latvia,English,Dance,Male,2,0,0,2,17.0,1,0,1,0,0,0,0,0,1,0
Crisalide (Vola),Valentina Monetta,0.348,0.831,3,-4.59,0,0.072,0.454,0.0,0.151,0.602,151.667,2013,San Marino,Italian,Ballad,Female,1,2,0,0,11.0,0,0,0,1,0,0,1,0,0,0
Pred da se razdeni,Lozano,0.562,0.907,10,-4.441,1,0.0422,0.00343,0.0,0.331,0.276,125.015,2013,North Macedonia,"Macedonian,ï¿½Romani",Traditional,Mix,2,0,2,0,16.0,0,0,0,0,0,0,0,1,0,0
Hold Me,Brian McKnight,0.866,0.476,0,-8.121,1,0.0522,0.0414,0.000149,0.0523,0.631,96.932,2013,Azerbaijan,English,Ballad,Male,1,2,0,0,1.0,1,0,1,0,0,0,1,0,0,1
Marry Me,Train,0.461,0.267,0,-8.514,1,0.0278,0.834,2.03e-05,0.107,0.481,87.918,2013,Finland,English,Pop,Female,1,3,2,0,9.0,1,0,0,1,1,0,0,0,0,1
Tomorrow,"Original Motion Picture Cast of ""Annie""",0.444,0.304,4,-14.549,1,0.0292,0.519,0.000187,0.745,0.676,81.035,2013,Malta,English,Pop,Male,1,0,3,0,4.0,1,0,1,0,1,0,0,0,0,1
Samo shampioni,Bassnectar,0.452,0.857,11,-4.135,0,0.0355,0.000149,0.823,0.486,0.15,150.069,2013,Bulgaria,Bulgarian,Traditional,Mix,2,0,3,0,12.0,0,0,0,0,0,0,0,1,0,0
Eg a lif,Various Artists,0.513,0.317,4,-9.439,1,0.0276,0.534,0.0,0.131,0.361,75.012,2013,Iceland,Icelandic,Traditional,Male,1,0,0,0,6.0,0,0,1,0,0,0,0,1,0,1
Alcohol Is Free,Koza Mostra,0.573,0.939,2,-4.336,0,0.0399,0.0071,0.0,0.0319,0.725,172.01,2013,Greece,Greek1,Traditional,Male,4,0,0,2,2.0,0,0,1,0,0,0,0,1,0,1
Rak Bishvilo,Moshe Tischler,0.7,0.815,0,-3.181,1,0.0424,0.182,0.0,0.102,0.756,123.938,2013,Israel,Hebrew,Ballad,Female,1,0,2,1,14.0,0,0,0,1,0,0,1,0,0,0
Lonely Planet,New York Dolls,0.477,0.528,2,-14.751,1,0.033,0.129,0.108,0.0944,0.564,119.569,2013,Armenia,English,Rock,Male,1,0,0,4,7.0,1,0,1,0,0,1,0,0,0,1
Kedvesem (Zoohacker Remix),ByeAlex,0.657,0.642,5,-7.11,1,0.0685,0.432,0.0,0.155,0.57,171.785,2013,Hungary,Hungarian,Pop,Male,1,0,1,1,8.0,0,0,1,0,1,0,0,0,0,1
I Feed You My Love,Margaret Berger,0.517,0.944,11,-5.685,0,0.141,0.00226,0.000255,0.211,0.283,95.976,2013,Norway,English,Dance,Female,1,0,3,1,3.0,1,0,0,1,0,0,0,0,1,1
Identitet,Macha Ravel,0.778,0.326,7,-13.578,0,0.32,0.725,7.37e-06,0.127,0.628,140.015,2013,Albania,Albanian,Rock,Male,2,0,0,3,15.0,0,0,1,0,0,1,0,0,0,0
Waterfall,TLC,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,2013,Georgia,English,Ballad,Mix,2,0,3,0,10.0,1,0,0,0,0,0,1,0,0,1
You and Me,Lifehouse,0.459,0.427,7,-7.734,1,0.0267,0.114,0.0,0.168,0.354,139.902,2013,Switzerland,English,Pop,Mix,2,0,0,4,13.0,1,0,0,0,1,0,0,0,0,0
It's My Life,Bon Jovi,0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,2013,Romania,English,Dance,Male,1,3,0,0,5.0,1,0,1,0,0,0,0,0,1,1
Euro Neuro,Stereo Total,0.692,0.954,2,-4.308,1,0.0397,0.187,0.0118,0.15,0.957,163.027,2012,Montenegro,English,Traditional,Male,1,0,3,2,15.0,1,0,1,0,0,0,0,1,0,0
Never Forget,Zara Larsson,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,2012,Iceland,English,Ballad,Mix,2,0,4,0,8.0,1,0,0,0,0,0,1,0,0,1
Aphrodisiac,IAMX,0.646,0.904,2,-8.253,1,0.0961,0.0199,6.6e-06,0.0693,0.449,120.027,2012,Greece,English,Dance,Female,1,4,1,0,4.0,1,0,0,1,0,0,0,0,1,1
Beautiful Song,Anne Trenning,0.291,0.281,2,-12.224,1,0.0354,0.977,0.889,0.119,0.204,97.577,2012,Latvia,English,Pop,Female,1,0,4,0,16.0,1,0,0,1,1,0,0,0,0,0
Suus3,La Bamba,0.674,0.818,5,-5.333,1,0.0325,0.0737,0.0,0.0548,0.776,127.024,2012,Albania,Albanian,Ballad,Female,1,0,0,0,2.0,0,0,0,1,0,0,1,0,0,1
Zaleilah,Mandinga,0.691,0.819,0,-4.722,1,0.0505,0.0264,0.000641,0.32,0.812,126.989,2012,Romania,"Spanish, English",Dance,Female,1,0,0,5,3.0,0,1,0,1,0,0,0,0,1,1
Unbreakable,Various Artists,0.38,0.694,7,-4.711,1,0.0943,0.331,0.0,0.0804,0.252,200.414,2012,Switzerland,English,Rock,Male,1,0,0,3,11.0,1,0,1,0,0,1,0,0,0,0
Would You?,Richard Swift,0.418,0.549,2,-10.752,1,0.0353,0.172,5.46e-05,0.054,0.361,113.621,2012,Belgium,English,Ballad,Female,1,0,3,0,17.0,1,0,0,1,0,0,1,0,0,0
Nar jag blundar,Daniel Adams-Ray,0.589,0.497,7,-8.934,1,0.087,0.0302,7.36e-05,0.124,0.462,85.99,2012,Finland,Swedish,Ballad,Female,1,0,0,1,12.0,0,0,0,1,0,0,1,0,0,0
Time,MGMT,0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,2012,Israel,"English,ï¿½Hebrew",Pop,Male,1,0,2,3,13.0,0,1,1,0,1,0,0,0,0,0
The Social Network Song (Oh Oh ï¿½ Uh - Oh Oh),Trent Reznor and Atticus Ross,0.204,0.154,2,-25.379,1,0.0421,0.971,0.945,0.103,0.0389,114.21,2012,San Marino,English,Dance,Female,1,0,4,1,14.0,1,0,0,1,0,0,0,0,1,0
La La Love,WJSN,0.624,0.91,7,-2.246,1,0.085,0.0318,1.68e-06,0.246,0.516,120.967,2012,Cyprus,English,Dance,Female,1,4,1,0,7.0,1,0,0,1,0,0,0,0,1,1
Should've Known Better,Richard Marx,0.548,0.704,8,-13.061,1,0.0402,0.0751,0.00051,0.0463,0.682,169.119,2012,Denmark,English,Rock,Female,1,0,1,4,9.0,1,0,0,1,0,1,0,0,0,1
Party for Everybody,Buranovskie Babushki,0.655,0.849,0,-5.029,0,0.127,0.187,0.0,0.346,0.619,125.964,2012,Russia,"Udmurt, English",Dance,Female,6,0,0,0,1.0,0,1,0,1,0,0,0,0,1,1
Sound of Our Hearts,Compact Disco,0.411,0.798,11,-4.269,0,0.0379,0.0186,7.66e-06,0.166,0.276,159.936,2012,Hungary,English,Pop,Male,1,0,1,4,10.0,1,0,1,0,1,0,0,0,0,1
Woki mit deim Popo,Trackshittaz,0.869,0.846,0,-2.094,1,0.0402,0.0404,0.0,0.418,0.892,121.009,2012,Austria,German5,Dance,Male,2,3,0,0,18.0,0,0,1,0,0,0,0,0,1,0
Lautar,Pasha Parfeni,0.664,0.856,7,-4.247,0,0.0571,0.106,0.0,0.214,0.6,107.044,2012,Moldova,English6,Pop,Male,1,3,2,0,5.0,0,1,1,0,1,0,0,0,0,1
Waterline,Four80East,0.638,0.562,1,-10.083,1,0.0268,0.732,0.881,0.116,0.832,93.988,2012,Ireland,English,Dance,Male,2,0,4,0,6.0,1,0,1,0,0,0,0,0,1,1
Nije ljubav stvarï¿½,Željko Joksimović,0.31,0.457,1,-6.12,0,0.0325,0.805,0.0,0.104,0.377,106.21,2012,Serbia,Serbian,Ballad,Male,1,0,0,5,2.0,0,0,1,0,0,0,1,0,0,1
Crno i belo,Kaliopi,0.574,0.624,2,-6.583,0,0.305,0.33,0.0,0.0821,0.184,129.948,2012,North Macedonia,Macedonian,Rock,Female,1,0,0,5,9.0,0,0,0,1,0,1,0,0,0,1
You and Me,Lifehouse,0.459,0.427,7,-7.734,1,0.0267,0.114,0.0,0.168,0.354,139.902,2012,Netherlands,English,Pop,Female,1,0,0,1,15.0,1,0,0,1,1,0,0,0,0,0
This Is the Night,Mauritio Paladora,0.626,0.849,0,-8.203,1,0.0473,0.0543,0.596,0.149,0.797,123.858,2012,Malta,English,Dance,Male,1,1,0,4,7.0,1,0,1,0,0,0,0,0,1,1
We Are the Heroes,Dee & Friends,0.605,0.641,7,-7.409,1,0.205,0.169,0.0,0.192,0.712,191.965,2012,Belarus,English,Dance,Male,1,0,0,4,16.0,1,0,1,0,0,0,0,0,1,0
Vida minha,Daniel,0.461,0.594,0,-5.217,1,0.0299,0.118,0.0,0.392,0.505,74.923,2012,Portugal,Portuguese,Ballad,Female,1,0,5,0,13.0,0,0,0,1,0,0,1,0,0,0
Be My Guest,VoxFox,0.506,0.693,9,-6.394,1,0.0319,0.00438,2.31e-05,0.116,0.644,140.055,2012,Ukraine,English,Dance,Female,1,0,0,4,8.0,1,0,0,1,0,0,0,0,1,1
Love Unlimited,Barry White,0.583,0.557,5,-7.027,1,0.0338,0.416,0.00109,0.575,0.523,94.852,2012,Bulgaria,Bulgarian,Dance,Female,1,0,0,0,11.0,0,0,0,1,0,0,0,0,1,0
Verjamem,Eva Boto,0.362,0.538,5,-6.361,0,0.0289,0.308,0.0,0.114,0.117,131.96,2012,Slovenia,Slovene,Ballad,Female,1,0,5,0,17.0,0,0,0,1,0,0,1,0,0,0
Nebo,Beks,0.82,0.785,5,-4.189,1,0.207,0.41,0.0,0.0513,0.845,94.297,2012,Croatia,Croatian,Ballad,Female,1,2,3,0,12.0,0,0,0,1,0,0,1,0,0,0
Euphoria,Robert Grace,0.569,0.853,3,-5.604,1,0.0624,0.212,0.0,0.115,0.574,169.883,2012,Sweden,English,Dance,Female,1,1,0,0,1.0,1,0,0,1,0,0,0,0,1,1
I'm a Joker,My 70's Hits Machine,0.646,0.587,5,-5.587,1,0.0455,0.0721,0.00159,0.148,0.76,81.676,2012,Georgia,"English,ï¿½Georgian",Pop,Male,1,1,4,0,14.0,0,1,1,0,1,0,0,0,0,0
Love Me Back,"Trinidad Cardona, Robinson",0.602,0.612,8,-8.115,1,0.0465,0.0325,0.00943,0.147,0.692,95.161,2012,Turkey,English,Traditional,Male,1,5,0,0,5.0,1,0,1,0,0,0,0,1,0,1
Kuula,Ott Lepland,0.354,0.445,5,-7.234,1,0.0323,0.204,8.98e-06,0.119,0.165,128.735,2012,Estonia,Estonian,Ballad,Male,1,0,1,0,4.0,0,0,1,0,0,0,1,0,0,1
Don't Close Your Eyes,Keith Whitley,0.605,0.228,7,-16.116,1,0.0267,0.703,0.00198,0.0936,0.285,78.31,2012,Slovakia,English,Rock,Male,1,0,0,4,18.0,1,0,1,0,0,1,0,0,0,0
Stay,Various Artists,0.382,0.836,9,-5.661,0,0.403,0.0725,0.0,0.23,0.444,201.776,2012,Norway,English,Dance,Male,1,4,1,0,10.0,1,0,1,0,0,0,0,0,1,1
Korake ti znam,Maya Sar,0.379,0.347,9,-7.503,1,0.0321,0.715,0.0,0.244,0.436,122.308,2012,Bosnia and Herzegovina,Bosnian,Ballad,Female,1,0,0,0,6.0,0,0,0,1,0,0,1,0,0,1
Love Is Blind,Eve,0.688,0.815,0,-4.761,1,0.321,0.263,0.0,0.151,0.587,176.087,2012,Lithuania,English,Ballad,Male,1,0,0,0,3.0,1,0,1,0,0,0,1,0,0,1
Jestem,Dwa Sławy,0.519,0.474,11,-9.684,1,0.147,0.699,0.0,0.124,0.12,125.114,2011,Poland,Polish,Pop,Female,1,2,3,0,19.0,0,0,0,1,1,0,0,0,0,0
Haba Haba,Shadia,0.428,0.472,2,-10.042,0,0.0674,0.684,0.0,0.404,0.383,118.883,2011,Norway,"English,ï¿½Swahili",Pop,Female,1,0,5,0,17.0,0,1,0,1,1,0,0,0,0,0
Feel the Passion,Yuzo Koshiro,0.371,0.981,7,-8.455,0,0.0542,5.44e-06,0.981,0.319,0.66,141.986,2011,Albania,English,Rock,Female,1,0,3,2,14.0,1,0,0,1,0,1,0,0,0,0
Boom Boom,Black Eyed Peas,0.866,0.857,9,-5.894,1,0.0664,0.13,0.0017,0.13,0.408,130.049,2011,Armenia,English,Pop,Female,1,0,5,0,12.0,1,0,0,1,1,0,0,0,0,0
Live It Up,Various Artists,0.584,0.851,1,-3.392,1,0.0419,0.0185,0.0,0.0976,0.875,122.015,2011,Turkey,English,Rock,Male,1,1,0,4,13.0,1,0,1,0,0,1,0,0,0,0
Caroban,Pavel,0.504,0.47,7,-9.68,1,0.0254,0.384,0.0649,0.178,0.261,134.146,2011,Serbia,Serbian,Pop,Female,1,0,3,0,8.0,0,0,0,1,1,0,0,0,0,1
Get You,Daniel Caesar,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,2011,Russia,"English, Russian",Pop,Male,1,3,0,0,9.0,0,1,1,0,1,0,0,0,0,1
In Love for a While,Anna Rossinelli,0.761,0.398,9,-6.472,1,0.0375,0.251,0.0,0.0976,0.652,127.919,2011,Switzerland,English,Pop,Female,1,0,0,2,10.0,1,0,0,1,1,0,0,0,0,1
One More Day,"Lena Raine, Minecraft",0.244,0.045,0,-24.717,1,0.0373,0.975,0.783,0.112,0.0385,69.523,2011,Georgia,English,Rock,Female,1,0,0,5,6.0,1,0,0,1,0,1,0,0,0,1
Da Da Dam,Paradise Oskar,0.491,0.509,2,-8.374,1,0.0295,0.173,5e-06,0.301,0.183,72.964,2011,Finland,English,Pop,Male,1,0,0,0,3.0,1,0,1,0,1,0,0,0,0,1
One Life,Ed Sheeran,0.573,0.593,6,-7.225,1,0.0299,0.114,2.65e-06,0.122,0.425,159.978,2011,Malta,English,Pop,Male,1,2,3,0,11.0,1,0,1,0,1,0,0,0,0,0
